EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),TCE_municipal,Atipicidad
23,QUINTANA ROO,9,TULUM,4,33040.0,1341.9417170754714,0.9851679075529214,0.04451188669701568,0.02009714916292129,0.023682130152402413,0.8409571259450628,-0.10277632053389406,-0.4055106356952516,-0.06942155486524196,G1,Tipica
24,SAN LUIS POTOSI,47,VILLA DE ARRIAGA,15,12671.0,1153.96690648642,0.9882381395958308,0.1131511903716068,0.03394231650082885,0.03945103837963272,0.9970963081074568,2.580639058582846,0.5392451935409263,-0.7901994336909671,G0,Tipica
25,SINALOA,8,ELOTA,33,31068.0,3491.717816844861,0.9862260771654359,0.11960791379869545,0.034962547302531566,0.041134849986927936,0.9983356414653488,2.8799348604364616,1.496034310664088,-0.2469227431857963,G0,Atipica en CP2
26,SONORA,28,NACORI CHICO,2,1400.0,2105.613902509508,0.9636287155958679,0.1695906432748538,0.050943650593565336,0.053307835073964666,0.9486578267881732,6.464458648795017,-1.605796663980074,1.1479071289238665,G3,Tipica
27,TABASCO,16,TEAPA,13,40126.0,959.0188682054178,0.985046515481118,0.06863032304455513,0.02071626986106672,0.025032642376157002,0.9623923483729117,0.4575119568092542,0.3530912835832145,-0.4900612990332574,G0,Tipica
28,TAMAULIPAS,14,GUERRERO,0,2421.0,466.38315569184863,0.9890601535880172,-0.06669236700077101,0.04814546584629482,0.05490688979740972,0.7590982657564385,1.747801459195525,-2.101160499301156,1.0787221838611027,G0,Atipica en CP2
29,TLAXCALA,16,IXTENCO,0,5340.0,1089.4734784636855,0.985932194983516,0.08031559781509205,0.02683982088489936,0.032504433926474015,0.971023658906462,1.4545605764300835,-0.3702670232947877,-0.5750320476950573,G0,Tipica
30,VERACRUZ,107,MIAHUATLAN,1,3286.0,1538.5606030645145,0.9821237484557364,0.136630923555863,0.042340502701014,0.048101445381271785,0.9296238919645234,4.1985879726238915,-0.6447408735002991,-0.12592956144581116,G3,Tipica
31,YUCATAN,45,KOPOMA,1,1983.0,984.759958180229,0.9766569236281052,0.19027611044417767,0.05750287656901482,0.06162246412047059,0.9573631268841044,6.944986342857293,-0.992838972467694,0.12822708029470442,G3,Tipica
32,ZACATECAS,11,TRINIDAD GARCIA DE LA CADENA,3,2779.0,599.3871278049472,0.9726992393772788,0.11338141025641026,0.035958235035494966,0.04174500779398512,0.9609648236509422,3.650324402205139,-1.1328138797528866,0.2867269772279933,G3,Tipica
