EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),TCE_municipal,Atipicidad
10,DURANGO,14,MEZQUITAL,30,29634.0,9989.880208199178,0.9771088423845956,0.017825862957238536,0.012892507561274141,0.014907714871742663,0.4460312973350016,-1.5456431033473945,0.17686956758165048,2.5823635524079993,G2,Atipica en CP3
10,DURANGO,6,SIMON BOLIVAR,15,7522.0,2341.1365127189315,0.9878797844881096,-0.033534626750610315,0.026960292157640276,0.032127886963533754,0.6828292764685521,-0.567301340271237,-0.7763491297286995,0.8306457331547276,G2,Tipica
10,DURANGO,26,SAN BERNARDO,11,2639.0,2642.0924503189385,0.9911964959060456,-0.03931561703676738,0.024944025997494856,0.029111325354912683,0.7389334640021353,-1.0169314875340318,-0.6031645060753293,0.48911051138664163,G2,Tipica
10,DURANGO,37,TLAHUALILO,15,14771.0,2820.8427907955493,0.9906364757920896,-0.008657718120805371,0.014942260908112612,0.017391844927313497,0.4222423751559701,-2.3651386549917413,-0.6228554826724017,0.7932771473481383,G2,Tipica
10,DURANGO,31,SAN PEDRO DEL GALLO,7,1444.0,1662.9152036698003,0.9920243926690908,-0.018354860639021076,0.02093657680699744,0.02512194587138861,0.5490036512745515,-1.5363669814766472,-0.997919285333417,0.4442289458522016,G2,Tipica
10,DURANGO,17,NUEVO IDEAL,19,20513.0,2600.7232042857786,0.9867707082937046,-0.02638948217760691,0.025403287915006404,0.0301293806074954,0.570415649175124,-0.8062691389091763,-0.741893366276008,1.140910141835775,G2,Tipica
10,DURANGO,25,RODEO,20,9788.0,3063.3002558757994,0.9876829646462906,-0.003563066273032678,0.016355622656323638,0.01945369214557453,0.4377924249290471,-1.930653748727562,-0.5622013611545914,0.9865673811517066,G2,Tipica
10,DURANGO,30,SAN LUIS DEL CORDERO,1,1819.0,3229.001094931373,0.9818212933612503,-0.01248642779587405,0.01680513408824986,0.02017889486050026,0.4768261684601192,-1.5348595069227737,-1.7405444752401604,1.3854739234316642,G2,Tipica
10,DURANGO,22,PEÐON BLANCO,8,8241.0,1575.7536720107041,0.9894858977492816,-0.02160750326487,0.02048454471190881,0.023328874170877992,0.41249730132914497,-1.7748496634181719,-1.3685791969389622,0.9146871650173276,G2,Tipica
10,DURANGO,28,SAN JUAN DE GUADALUPE,14,4223.0,2263.8803025895872,0.9871145655256508,-0.04088121735180559,0.023098107950004543,0.02753175588678333,0.6974492772877535,-1.105683091862063,-0.8013197358201116,0.7663673190873057,G2,Tipica
10,DURANGO,21,PANUCO DE CORONADO,10,10595.0,2756.0667868770656,0.9886070901679406,-0.029939571507049987,0.021997023440367462,0.025806367146395687,0.5910506611572525,-1.3433100522853805,-0.9382758011537606,0.887864828156672,G2,Tipica
10,DURANGO,23,POANAS,11,19391.0,2614.7198913389784,0.9877158237874876,0.004506837961044343,0.012232392097211437,0.014185372318526332,0.4089924386579695,-2.4068633330762244,-0.8479962091037249,0.8484608591177348,G2,Tipica
10,DURANGO,39,VICENTE GUERRERO,6,17035.0,2954.233979733325,0.9842446550363756,0.0024716059553933968,0.012587472094478443,0.014934964868233631,0.3841220429317395,-2.1967395395111344,-1.3301086336040562,1.2119189290398267,G2,Tipica
10,DURANGO,32,SANTA CLARA,5,5196.0,1771.385974748541,0.9885549760995436,-0.023124647490129727,0.019593754835111568,0.02325679301585658,0.6210280528218649,-1.4995569046498534,-1.1058916173714755,0.5506099493679029,G2,Tipica
10,DURANGO,8,GUADALUPE VICTORIA,7,28536.0,2698.438205186662,0.9905381880058292,-0.015592659031323309,0.01651457079850244,0.019851662821683075,0.5746424917691759,-1.9692983869029754,-0.6889407734468502,0.6128509676954548,G2,Tipica
10,DURANGO,29,SAN JUAN DEL RIO,18,9721.0,2156.3738831153146,0.9885790269898076,-0.01718734202810636,0.019699487364398447,0.023879860617798333,0.5817026374812279,-1.4856075513429714,-0.5437926629825794,0.6690736942911512,G2,Tipica
10,DURANGO,20,OTAEZ,13,3694.0,10455.303326378813,0.9731606270084996,-0.002968960863697706,0.025690460667561223,0.029851880111418594,0.524389891688486,0.25561384115964847,-1.1553924969090053,3.162038599031425,G2,Atipica en CP3
10,DURANGO,19,EL ORO,25,9527.0,2498.532502919039,0.9890786649681362,-0.014788004136504653,0.018510806833347986,0.02200688712457516,0.4807761089791629,-1.8288856625074033,-0.3458291671671319,0.8417859106333309,G2,Tipica
10,DURANGO,11,INDE,15,4299.0,2442.432059580698,0.9892743742613704,-0.015120274914089347,0.015128161629777127,0.017842672036747418,0.4685024021746986,-2.2743907271782384,-0.7337433980958743,0.738520670983213,G2,Tipica
11,GUANAJUATO,34,SANTA CATARINA,3,4449.0,1320.8710626106918,0.9884689734489874,0.0500354024073637,0.016194531000224076,0.01902665741705973,0.9518542769917676,-0.5510071813780266,-0.012852329246030162,-0.7907526471578457,G1,Tipica
11,GUANAJUATO,40,TIERRA BLANCA,9,13208.0,1221.6503180210045,0.9866460846651032,0.04817078009681771,0.01601339461591669,0.018712102899772747,0.9402293473072608,-0.5526635797645761,0.1368840247352381,-0.621590176951541,G1,Tipica
11,GUANAJUATO,28,SALVATIERRA,26,83390.0,1884.9936359799453,0.989085530370566,0.0458262265476071,0.01433348555502356,0.016562819162787373,0.994031024514478,-0.9485599770844593,1.536214737120254,-0.5741710943358534,G1,Tipica
11,GUANAJUATO,7,CELAYA,32,378402.0,4614.848776691358,0.9885011769825937,0.0588758737638585,0.018232433485450956,0.021390187314366725,0.9916213912614426,-0.3273695777304379,3.3018037437663446,1.0636521129010612,G4,Tipica
11,GUANAJUATO,26,ROMITA,37,46118.0,2054.6953826708927,0.9888684902003588,0.07696978188781467,0.02295105182878685,0.027045651422838813,0.9918993896464358,0.5794221309726875,1.8043134031556465,-0.6390106330938585,G1,Tipica
11,GUANAJUATO,39,TARIMORO,18,31057.0,2054.630457087802,0.9867569836104652,0.06065366619992486,0.018458144107121845,0.02155462470795181,0.9920428602317479,-0.04010976384630125,0.8085914001370669,-0.5616391403496279,G1,Tipica
11,GUANAJUATO,42,VALLE DE SANTIAGO,30,114760.0,3030.0184761335754,0.9901018147687856,0.07408932649470255,0.0215826834983912,0.02504035324649638,0.9964282220025408,0.2958742863548618,2.0031145446311713,-0.333805995839869,G1,Tipica
11,GUANAJUATO,15,GUANAJUATO,29,139590.0,2382.626057841437,0.9883248763171132,0.07414104882459313,0.023583390697468,0.028158237842818186,0.9951292576196402,0.6819879988963805,1.8463163538221032,-0.1472997530965741,G1,Tipica
11,GUANAJUATO,9,COMONFORT,18,60325.0,3006.835296799457,0.9901530328273652,0.05670193385650224,0.017087685286091468,0.02012510826726144,0.9895600382364216,-0.4412843541090637,1.2334262174281185,-0.5384672506303195,G1,Tipica
11,GUANAJUATO,12,CUERAMARO,11,23340.0,2144.993724984902,0.9919770082582858,0.03945844838336154,0.012595413379228858,0.015498810405140378,0.99532768686398,-1.2693479038314686,0.8149151830382536,-0.9533418460278993,G1,Tipica
11,GUANAJUATO,27,SALAMANCA,46,212784.0,3601.0874243012236,0.9886867952116184,0.05605240954886099,0.016861450878153574,0.01949928298090029,0.9939459616516291,-0.5726363329061036,3.1072385133573426,0.2099585883254335,G4,Tipica
11,GUANAJUATO,17,IRAPUATO,26,423258.0,5029.367468457675,0.9883662106983824,0.06056839879123797,0.018781054962799987,0.02236564345933864,0.9927063500510782,-0.19439839084289728,3.268723374323208,1.3220044296170967,G4,Tipica
11,GUANAJUATO,6,ATARJEA,4,4200.0,1452.946156079284,0.988811055801245,0.019417475728155338,0.006624409864524714,0.0075834205363402565,0.6681717444488922,-2.625254851813689,-0.47530773235355855,-0.26424055163679616,G2,Tipica
11,GUANAJUATO,1,ABASOLO,33,67463.0,2402.771675508139,0.9914172512748544,0.04095110247033591,0.012903406459152377,0.015377292110862013,0.9912832010574174,-1.312018685379178,1.9494155811848308,-0.7186078387257496,G1,Tipica
11,GUANAJUATO,4,APASEO EL ALTO,26,49818.0,2790.9372743538947,0.9888553237582872,0.0742194238399172,0.02205350056069261,0.02583483255182033,0.9962469151872716,0.4736973219740531,1.4279623026294546,-0.5202359699843891,G1,Tipica
11,GUANAJUATO,19,JERECUARO,47,40873.0,1333.1695139714175,0.990562158843544,0.06695729351571474,0.019389225722659047,0.02199593801611328,0.9927533608758488,-0.19661407996440108,2.291062320690471,-0.9401277862511195,G1,Atipica en CP2
11,GUANAJUATO,2,ACAMBARO,38,93970.0,2414.383657883096,0.9891942837984048,0.05037836871108727,0.015215753351293038,0.017630783922317057,0.991548397611254,-0.8268659472080961,2.1545269985536137,-0.4676420105909567,G1,Tipica
11,GUANAJUATO,29,SAN DIEGO DE LA UNION,22,28004.0,1291.190837902654,0.9889084121763064,0.06285107028996509,0.019554658681478224,0.02326365560922908,0.9898796951693676,0.017503166455573975,1.0056169021555725,-0.8149551410324873,G1,Tipica
11,GUANAJUATO,13,DOCTOR MORA,10,18361.0,1354.803005045771,0.9861045742163738,0.08446045714960722,0.024538469990004787,0.027701165100428426,0.9924330333252386,1.066617101222989,0.30324570606936974,-0.6633649962467599,G0,Tipica
11,GUANAJUATO,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,43,113874.0,1564.3951089067154,0.990006237402396,0.08265830005704508,0.024199105461092156,0.028534001246094755,0.9961505354763674,0.7111679184119981,2.404240137176628,-0.5430324962832221,G1,Atipica en CP2
11,GUANAJUATO,37,SILAO DE LA VICTORIA,34,137573.0,2502.9459338242386,0.9893946386020632,0.06729299684248909,0.021012283581728675,0.02508842269722269,0.9947498372669874,0.18088070241325022,2.152211200129065,-0.24111734549590874,G1,Tipica
11,GUANAJUATO,31,SAN FRANCISCO DEL RINCON,22,93061.0,1959.415384866557,0.9885305833807421,0.058136626188202124,0.01777970799127772,0.021279574675911045,0.9954056605064324,-0.25766778619427283,1.3627542747563635,-0.46266932813604494,G1,Tipica
11,GUANAJUATO,24,PUEBLO NUEVO,5,10785.0,2514.7393478285376,0.9900567528428996,0.04263341067285383,0.0126314019582822,0.014810776269774291,0.981696216280598,-1.1527565818211456,0.41332023849618693,-0.8084259502914063,G1,Tipica
11,GUANAJUATO,38,TARANDACUAO,5,10228.0,1665.7095261631234,0.98513241306707,0.09636617000750347,0.027084807723002882,0.030874123474250274,0.9904844860722436,1.636454889310224,0.020676242729950643,-0.5766768096438538,G0,Tipica
11,GUANAJUATO,46,YURIRIA,31,62829.0,1803.4419310034025,0.988377508068408,0.05756703529768216,0.017068124214140484,0.019749474249733785,0.9901632451865432,-0.4231526173564964,1.6024411603893156,-0.6140102501009214,G1,Tipica
11,GUANAJUATO,16,HUANIMARO,10,16872.0,2511.41035373901,0.9920162221506426,0.02752740560292326,0.008691224495904934,0.010549674658721135,0.9738957438476832,-1.9760747158456076,0.76379414153505,-0.9147871877439984,G1,Tipica
11,GUANAJUATO,23,PENJAMO,70,124505.0,2296.0818959145677,0.9860973098292858,0.032962200909302096,0.010924101412724095,0.0130874881643885,0.9475022520033616,-1.6189730453042788,3.383076836679236,-0.0890310673268885,G4,Tipica
11,GUANAJUATO,8,MANUEL DOBLADO,32,31455.0,1744.2582771926095,0.986586016997048,0.034227658315249564,0.013570838691466441,0.016351773190678074,0.8240800034161564,-1.2715873559075597,0.9826232830552234,-0.20961447161267763,G1,Tipica
11,GUANAJUATO,11,CORTAZAR,16,74359.0,4651.342761277481,0.9895491289492739,0.07080729241669306,0.021785813170015874,0.025735386745351592,0.9932969312892844,0.41665051357177185,1.2918274771199487,-0.1549319972190565,G1,Tipica
11,GUANAJUATO,10,CORONEO,7,9318.0,672.5286511921934,0.987613018546732,0.09161199625117153,0.02622372957443317,0.029754375569427036,0.9926074034022072,1.3119117461712062,0.16285133040137897,-0.9025997911384224,G0,Tipica
11,GUANAJUATO,35,SANTA CRUZ DE JUVENTINO ROSAS,13,61017.0,3919.24306256998,0.9893669204025456,0.06070404172099088,0.018176591360020276,0.02134118889679086,0.9928371881335548,-0.17657580414453983,1.058300838507328,-0.34111978088572126,G1,Tipica
11,GUANAJUATO,44,VILLAGRAN,6,46541.0,4267.806397308514,0.9866601810059512,0.058351335986355876,0.017567728995533202,0.020795507591217212,0.9925616487598694,-0.09951495802723555,0.5583555985745294,-0.1532484519673228,G1,Tipica
11,GUANAJUATO,21,MOROLEON,7,43400.0,3384.1536104852034,0.9898413073331264,0.06620808254514188,0.02046733355798905,0.024109346210752933,0.9919810073644112,0.19602266975062424,0.6731241570079097,-0.4883560459775596,G1,Tipica
11,GUANAJUATO,41,URIANGATO,6,49148.0,2694.175819561651,0.9888008595541282,0.0777124813612841,0.023373965908695928,0.02757225237388191,0.9952758086190658,0.7802983033340389,0.533421831487675,-0.49964525630535733,G0,Tipica
11,GUANAJUATO,32,SAN JOSE ITURBIDE,23,60558.0,2168.564044480561,0.9907144031037154,0.060541846902856335,0.01941316894508112,0.023153725449938063,0.9932959264442264,-0.12312788282064858,1.3782533176221534,-0.6728465490438934,G1,Tipica
11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,64,128978.0,2981.4820774618042,0.989694958248828,0.06384136986753328,0.019885791176665786,0.02394784121592732,0.9957592598480334,-0.12308472443278015,3.4770422008530617,-0.25473611283955266,G4,Tipica
11,GUANAJUATO,22,OCAMPO,10,18125.0,1284.1864575213547,0.987412050643798,0.07254867151902479,0.02193399432848047,0.025812611168606333,0.9936641573625876,0.5726886341177285,0.36061565677303625,-0.7498785879595143,G0,Tipica
11,GUANAJUATO,18,JARAL DEL PROGRESO,7,28947.0,4160.023622208464,0.9878778631968334,0.08913387011814282,0.025387629493818124,0.028866034935286024,0.9965144474895374,1.1975368542285043,0.5906228556830325,-0.323161569686964,G0,Tipica
11,GUANAJUATO,43,VICTORIA,13,15281.0,1325.9045146911023,0.9863645110253976,0.02639709833422891,0.008944576336532506,0.010639006852113452,0.7484784756666154,-2.0128257380740697,-0.04642295200250609,-0.22812077995950264,G2,Tipica
11,GUANAJUATO,45,XICHU,11,8462.0,7363.304118210369,0.99080055846881,0.024331194770608886,0.009620366893552987,0.011559752041018084,0.9553999086906152,-1.8120880080030626,1.0455815239383413,-0.03501085257702052,G1,Tipica
11,GUANAJUATO,5,APASEO EL GRANDE,22,68218.0,3230.704950067073,0.9899196937440208,0.08599719816607232,0.025565595216553653,0.03030768641252696,0.9959018995928092,1.0616642837715298,1.4182668107269083,-0.42361376024094377,G0,Atipica en CP2
11,GUANAJUATO,25,PURISIMA DEL RINCON,14,55150.0,1841.4407403985006,0.9903174644801038,0.0623543235798355,0.019032513349412663,0.022735576784857832,0.9972012123428972,-0.08849673996304575,0.941194755599921,-0.740425377904062,G1,Tipica
11,GUANAJUATO,36,SANTIAGO MARAVATIO,5,6502.0,1509.327346918594,0.9884244659128574,0.04081959340483432,0.01191973969466377,0.01350135075957722,0.9781767161990124,-1.2247825431108073,0.21102625317318005,-0.8741358227768896,G1,Tipica
11,GUANAJUATO,20,LEON,42,1137504.0,6027.794350136029,0.9892676746147376,0.06886471462117219,0.02153565580966148,0.02566972766526744,0.9947015243132756,-0.0693061440627809,7.3003726368954505,4.207387029672692,G4,Atipica en CP2
11,GUANAJUATO,30,SAN FELIPE,48,82320.0,1663.2581668790772,0.9878129016580092,0.0670953022918179,0.02028997648682097,0.023984147041354563,0.9960658513223662,0.10991354882628196,2.3604568207900067,-0.5134008119920609,G1,Atipica en CP2
11,GUANAJUATO,33,SAN LUIS DE LA PAZ,33,90474.0,1881.3669218292418,0.9893738314628788,0.053542316828916116,0.016936459281472915,0.02038287543074211,0.991189126660496,-0.5141763657855026,1.8536744112824384,-0.5348319324486388,G1,Tipica
12,GUERRERO,40,JUAN R. ESCUDERO,16,18045.0,2183.754175195485,0.9879359072931256,0.04330481036077706,0.013581497204966564,0.015626341906899717,0.9289501080116099,-1.0485303174557894,0.6350292396802172,-0.5637225372625078,G1,Tipica
12,GUERRERO,76,ACATEPEC,25,19716.0,3492.269552521596,0.9666361267920788,0.011284366023799754,0.01739949627061731,0.02096467343475491,0.5875195896340663,-0.2945999498713817,-1.153677867079026,2.140508448703446,G2,Tipica
12,GUERRERO,10,ATLIXTAC,22,17474.0,2950.918198006323,0.9711149154030922,0.05493842067133543,0.018732783058980303,0.02181850701938017,0.8330118931043694,0.5140124664504755,-0.3179609214729134,0.9694436563975765,G0,Atipica en CP3
12,GUERRERO,47,OMETEPEC,22,44281.0,1895.8605666843455,0.9879425303176692,0.0391917579967614,0.012396441782431572,0.014986465396407762,0.9552655265819384,-1.2123265131630168,1.0406471831391502,-0.5650818172919257,G1,Tipica
12,GUERRERO,51,PUNGARABATO,10,28648.0,2075.052888069837,0.9911354447180764,0.042693357597816194,0.013774467889430332,0.01620235422440486,0.9834318240161922,-1.0838249301195255,0.7096896120681863,-0.8552589405651408,G1,Tipica
12,GUERRERO,13,AZOYU,14,10607.0,1406.2244025596426,0.988250913710924,0.005498151483552943,0.0033809130874877416,0.004153657062637497,0.2615100276715344,-3.788369864763545,-0.9161226507143695,0.6525654998357817,G2,Tipica
12,GUERRERO,4,ALCOZAUCA DE GUERRERO,17,13955.0,1887.3493504562039,0.9816226199495691,0.07115443659809641,0.021287092843900585,0.02495629064186053,0.9739136295186082,0.7206396839986491,0.31658484769115536,-0.25226548717294806,G0,Tipica
12,GUERRERO,5,ALPOYECA,3,5234.0,1352.1383901107745,0.9843081069171352,0.04366899302093719,0.013533089766483396,0.014903026324791159,0.8758782260951038,-0.9265602491528906,-0.3778543884920356,-0.38179980790516954,G1,Tipica
12,GUERRERO,7,ARCELIA,38,22915.0,1344.8589763772452,0.9897947277680852,0.04144889333272735,0.01315526280601964,0.01452128463710066,0.9594579362578686,-1.3131185897506472,1.7136953351967152,-0.8892632250649394,G1,Tipica
12,GUERRERO,8,ATENANGO DEL RIO,8,6403.0,1305.745949468289,0.9902474841554632,0.04317367220593027,0.012935565885742236,0.015534932316481441,0.9508657884806424,-1.161073544262536,0.35396201499779956,-0.9519070285863928,G1,Tipica
12,GUERRERO,9,ATLAMAJALCINGO DEL MONTE,8,4129.0,746.5582151558274,0.98097394149592,0.04267676767676768,0.01323243165642332,0.015316183375093474,0.7727988244725672,-0.9301366247525664,-0.6448495400620353,-0.029862688666866886,G2,Tipica
12,GUERRERO,11,ATOYAC DE ALVAREZ,44,43311.0,1651.904413461415,0.9823969249968572,0.03402091390918206,0.011373428181783949,0.012528852514448649,0.8648105466212035,-1.4082931045289455,1.4466604728800765,-0.061976063447674486,G1,Tipica
12,GUERRERO,12,AYUTLA DE LOS LIBRES,49,42868.0,2351.370361974872,0.9908794031040112,0.030431229267823663,0.00933522161929978,0.011217361697554691,0.9619195294369834,-1.9791132210730675,2.4577898309403143,-0.7675133879789044,G1,Atipica en CP2
12,GUERRERO,14,BENITO JUAREZ,8,11899.0,1737.918177843837,0.9829610513145094,0.0322720569098638,0.01217656151301205,0.013734391600697577,0.6769675972340349,-1.4515981234692625,-0.636958470233096,0.2551514412637416,G2,Tipica
12,GUERRERO,2,AHUACUOTZINGO,26,18214.0,1632.0814086579403,0.9789277090695284,0.028226261713898613,0.00954372842766392,0.011449456686095049,0.7068601948912672,-1.6221672357111128,0.014366835044939373,0.42205898117802615,G2,Tipica
12,GUERRERO,3,AJUCHITLAN DEL PROGRESO,34,25653.0,959.9805682599223,0.988567569511932,0.04980356850548371,0.016158941340010304,0.017568859720692387,0.9516432377426216,-0.7765562813196837,1.407123265454611,-0.8093569595487005,G1,Tipica
12,GUERRERO,42,MALINALTEPEC,14,18373.0,1599.3241414430654,0.9774104790674908,0.06596658157345092,0.02354306098667042,0.028471923959068658,0.9422656965845068,1.1823779206541574,-0.2360704854266656,0.18433306001242394,G0,Tipica
12,GUERRERO,59,TELOLOAPAN,66,37206.0,1170.4241271430396,0.989164608503805,0.05396447692699924,0.01574131856014078,0.017888629214402645,0.958557461343759,-0.8793295994375446,2.9370300673118765,-0.8425209683913869,G1,Atipica en CP2
12,GUERRERO,67,TLAPA DE COMONFORT,27,61123.0,2012.8177537292459,0.989587705071756,0.04635795600445091,0.013719299910688777,0.015711159540354687,0.9641532218769404,-1.092530277308429,1.477757415305448,-0.6350087248181702,G1,Tipica
12,GUERRERO,64,TLACOAPA,9,5975.0,1846.3353896868246,0.9571270131929356,-0.014026402640264026,0.011968001974900621,0.014203782130140603,0.4161128878804433,-1.0442374853165401,-2.995924579413429,2.8677016949656626,G2,Atipica en CP2
12,GUERRERO,30,EDUARDO NERI,12,35714.0,2272.8265828403673,0.987670301301273,0.057033770385059336,0.01750018894659135,0.01987403919507792,0.9713232139028776,-0.29647522294302775,0.6093145154716387,-0.532962436124153,G1,Tipica
12,GUERRERO,22,COYUCA DE CATALAN,46,30769.0,948.5005055198816,0.989447105708324,0.02097089955868202,0.007703691863543528,0.008509613559244539,0.8380382684409055,-2.4564970635155343,1.794017931428264,-0.6596428947828218,G1,Tipica
12,GUERRERO,23,CUAJINICUILAPA,17,17741.0,1319.993764194996,0.9837231838920766,0.01760926924400596,0.007905628821741617,0.009618558393067892,0.5266735194735406,-2.4388453459904063,-0.5188187116434045,0.45957513671165734,G2,Tipica
12,GUERRERO,24,CUALAC,6,5281.0,1301.5471202755236,0.9831256579654788,0.014991351143571016,0.009351250477227315,0.011107136972658574,0.5275115408584917,-2.215681749133305,-1.1360427133008226,0.5110888797373686,G2,Tipica
12,GUERRERO,27,CUTZAMALA DE PINZON,36,17150.0,934.5807674413139,0.9890115116326916,0.03288364249578415,0.010752165096321731,0.011555007113874955,0.8652434266610568,-1.8311340711944415,1.3301998364886587,-0.7327697673101176,G1,Tipica
12,GUERRERO,28,CHILAPA DE ALVAREZ,67,86512.0,1873.264617333167,0.9856777236395554,0.016162375493328322,0.006372743681821978,0.007526009719115174,0.7215132166768757,-2.7164080657962026,2.5598847528425783,0.1885028315222914,G1,Atipica en CP1
12,GUERRERO,43,MARTIR DE CUILAPAN,13,13490.0,1400.994487639092,0.9808350964247452,0.05415331718371493,0.01797759964360555,0.02113874601452319,0.8676806094907198,-0.023298069840767544,-0.1914291573378702,-0.02769174634046889,G1,Tipica
12,GUERRERO,44,METLATONOC,14,12811.0,2207.8507847394067,0.979157738800178,0.06385982394951005,0.021988208518093064,0.025612188567243444,0.8992295981256756,0.7493569519603378,-0.15571083306626834,0.18709534980037434,G0,Tipica
12,GUERRERO,49,PETATLAN,37,32067.0,1645.833937600029,0.9875292319091876,0.02192549157079576,0.006881131196415992,0.007309387391205377,0.7297387051785509,-2.574898824511826,1.1583753210017083,-0.21097405610460127,G1,Tipica
12,GUERRERO,18,COPALA,10,10365.0,1155.6301886642211,0.9861559831461258,0.02178627760252366,0.00959776600470737,0.011596122083191841,0.634381254384641,-2.1128052408201334,-0.5128975159780311,0.03626655138679556,G2,Tipica
12,GUERRERO,19,COPALILLO,8,10976.0,1521.5705847650056,0.9890548000928548,0.06171406461597988,0.01815143766623897,0.022062975490771974,0.9808350917057675,-0.11283106754490109,0.35962208410558383,-0.8527577976939971,G1,Tipica
12,GUERRERO,20,COPANATOYAC,14,12948.0,2326.8346494271977,0.9873765487882996,0.05905447407165058,0.01967612289251256,0.02286937076411084,0.9646175625494036,0.04617035766623594,0.5183819395321579,-0.5279229478686317,G1,Tipica
12,GUERRERO,21,COYUCA DE BENITEZ,42,51314.0,1853.5786595046047,0.9873254146181899,0.0485298024070782,0.014429115140927278,0.015891543484667266,0.985902836655934,-0.9167113723185037,1.977909199998116,-0.6029028748520541,G1,Tipica
12,GUERRERO,63,TLACOACHISTLAHUACA,12,15089.0,1121.0779787633137,0.983258155506297,0.05362753997625864,0.01758817718129563,0.021554753244321857,0.97276693899926,-0.010331093181698536,0.11369425015220508,-0.4504383569286652,G1,Tipica
12,GUERRERO,65,TLALCHAPA,16,9237.0,692.3498690882836,0.9881767464598972,0.04930137453140975,0.016145203872660857,0.017308919503116322,0.9241966207459128,-0.7439098905665348,0.45094006554021204,-0.8150131405605083,G1,Tipica
12,GUERRERO,66,TLALIXTAQUILLA DE MALDONADO,6,5323.0,1267.135966425097,0.9783971740178391,0.07796678817334954,0.02349713051348117,0.027176173027020398,0.9249830405265632,1.2151807094510958,-0.5611979599922515,-0.03464328787797976,G0,Tipica
12,GUERRERO,68,TLAPEHUALA,12,16308.0,1380.762373191841,0.989388723286786,0.06158052336935295,0.01894260096262412,0.021123295876558403,0.9659605963789984,-0.1749244552122525,0.5296360848613687,-0.8453882469409745,G1,Tipica
12,GUERRERO,71,XOCHIHUEHUETLAN,5,5653.0,1784.0554536318714,0.9837314888781964,0.06720785350198226,0.01942182375656276,0.01993241756250057,0.8173273475952443,-0.01737022701798357,-0.400048717744952,-0.15969351376650842,G1,Tipica
12,GUERRERO,46,OLINALA,21,18660.0,1554.6346269198175,0.9820640604878558,0.04077193373863573,0.013735212864950384,0.016071275932779183,0.7562623880724104,-1.0065389845010158,0.05805976554472932,0.12975339418212353,G1,Tipica
12,GUERRERO,53,SAN LUIS ACATLAN,21,28359.0,999.4178872736163,0.9816257724460355,0.04368467540114824,0.014469886256148616,0.017527162026327398,0.861498080251326,-0.6780316447757421,0.24124808173858373,-0.10343228650188939,G1,Tipica
12,GUERRERO,15,BUENAVISTA DE CUELLAR,7,9952.0,1369.7404686696887,0.9882123004155698,0.042640125720272384,0.012968045767474784,0.01554389636120459,0.9636979469105575,-1.0374850277688246,0.2333835945198315,-0.8118589803910894,G1,Tipica
12,GUERRERO,41,LEONARDO BRAVO,14,17530.0,1909.7232777514969,0.9857396706730714,0.07341865164411243,0.023773529560810108,0.025818189546199383,0.9637914471838416,0.7385125036335322,0.4016857374571346,-0.4593851925733937,G0,Tipica
12,GUERRERO,45,MOCHITLAN,14,8796.0,956.6319369464644,0.9843656599074811,0.040331164991129514,0.010984881474174412,0.011369282350026674,0.9010585526240268,-1.3496833276110516,0.18467638685861473,-0.5506973188018447,G1,Tipica
12,GUERRERO,62,TIXTLA DE GUERRERO,11,30306.0,1520.548491368759,0.9842785149857486,0.055443337744654174,0.017225677908843096,0.01988675033492425,0.959809500439186,-0.17435032996323077,0.24083992770950077,-0.4066214362111222,G1,Tipica
12,GUERRERO,75,ZITLALA,16,15450.0,1644.2022206584338,0.9781095805419776,0.0014908925909120376,0.0075451976753108906,0.008875320299810826,0.5575699512513883,-2.3652853806443503,-0.9005741941071465,0.9093786612963621,G2,Tipica
12,GUERRERO,77,JOSE JOAQUIN DE HERRERA,8,10438.0,2598.789079115873,0.9680745621049971,0.04767640268995282,0.01514086239498081,0.01812119817932324,0.7633650398170878,0.09522718924830939,-1.272035782558939,1.2065973552126155,G2,Tipica
12,GUERRERO,79,COCHOAPA EL GRANDE,15,15035.0,4681.925925946086,0.9753356943261504,0.010892220802797014,0.007166986082496606,0.008636465186639842,0.8118237167243827,-1.7453550040661159,-0.2415792507365251,0.9539763052846739,G2,Tipica
12,GUERRERO,26,CUETZALA DEL PROGRESO,10,6103.0,628.4650213125974,0.990283619936178,0.027960249284150245,0.008462516782387144,0.009629534372449705,0.8645770912194332,-2.116245960514974,0.2278384687401828,-0.9115983901158679,G1,Tipica
12,GUERRERO,80,MARQUELIA,6,9472.0,1542.7623558767805,0.9867043758043292,0.0005281504172388297,0.007734259755305365,0.009510956950653241,0.5689762537353296,-2.723290575120237,-0.8415722729938229,0.28391968376811444,G2,Tipica
12,GUERRERO,81,JUCHITAN,8,5571.0,1164.6887446160586,0.9882204712534708,-0.011883646683221,0.013275655961717564,0.016124516866111285,0.6710721129426156,-2.0971345680001687,-0.716851388490992,0.12569623444138206,G2,Tipica
