Componentes Principales,NUM_SECC_RUR,log(LNE),log(Densidad_LNE),Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE
CP1,-0.03241635312381382,0.010859845908627434,0.04981346838769252,-0.2923625348475441,0.4812180842145803,0.5362924333307919,0.5441216824497656,0.3092332233876629
CP2,0.4440638993383432,0.5904159824131319,0.4599443536075364,0.2893816561142806,0.14761660293819479,-0.1112286058227712,-0.08737226965627286,0.34224156963099367
CP3,0.3633903407778081,0.21156353973951075,0.2938216942805252,-0.5038818847417291,-0.321414963256347,0.1801839811620853,0.15024917849617864,-0.5697468962357295
CP4,0.6838984047564799,0.001990815630757652,-0.7103772685558828,0.12154071364645895,0.014157092397431369,0.08401342668253535,0.07490165412397773,0.0014362978310288137
CP5,0.24801668476518354,-0.2720076668215196,0.04840862447545109,-0.6650041788031357,0.19391600515915425,-0.36181489568301517,-0.35669896115836613,0.3523890120771483
CP6,0.3698279151727733,-0.7272400418491481,0.43471848104699007,0.3232930342417234,-0.10014727550019405,0.13385176535314575,0.10908786902219934,0.03169788464734185
CP7,-0.05994210290332295,0.05797166287388281,-0.060646337812390136,-0.12385400678939373,-0.7715661614864601,0.14366802860868863,0.1451196225766167,0.5805289729748946
CP8,-0.010432980977806063,0.017348596173444673,-0.0011078192435472088,0.004954560007399352,0.013537233604437024,0.7007333900977807,-0.7126840750555758,0.020863189137154497
