EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,CP1,CP2,CP3,CP4,CP5,CP6,CP7,TCE_municipal
5,COAHUILA,5,CANDELA,-0.1439118747804093,-0.5512799949945781,-0.469883775379924,-0.28884145650631754,0.06603480757119645,-1.0215346807754613,-0.004469086517716741,G2
5,COAHUILA,11,GENERAL CEPEDA,3.5143291292296235,-0.14216802643883225,-0.09181024526922044,0.8005441198573067,-0.03496803903063258,1.0247267165212368,-0.6742939137571903,G0
5,COAHUILA,12,GUERRERO,-1.1897899488308723,-0.5903648065762814,-0.3498639314249521,-0.09148892935487747,-0.003973329727995604,-0.9217529762949329,-0.31744923637680844,G2
5,COAHUILA,16,LAMADRID,0.9546606887513646,-1.0363665821199586,0.016963218771016832,0.03293087634058617,0.14866975274697156,-1.0962720700725803,-0.07875325537785191,G0
5,COAHUILA,26,PROGRESO,0.34474018899123543,-0.8214076649132217,-0.08714796102351625,0.05532434381714218,0.04298199188280193,-1.1012629007457664,0.04927474633444842,G2
5,COAHUILA,33,SAN PEDRO,-0.27880775575396793,2.1591387103433592,-0.6739526631465387,1.8784196310325203,-0.9941201551321152,-0.09587136329269767,0.04206491298279088,G2
5,COAHUILA,6,CASTAÐOS,1.0279409568105442,-0.2570652091312999,-0.034955507563613014,0.6972774339501933,-0.12889102733110838,-0.5362361503779712,0.11535836541443599,G0
5,COAHUILA,18,MONCLOVA,0.045969036742833834,0.8778429744435253,-0.032090630634154044,-0.6546932269097506,1.0744231791442356,-0.2901139416031099,0.14567161969196846,G2
5,COAHUILA,7,CUATROCIENEGAS,-0.297646676587425,-0.20029331883822965,-0.08295446101967023,0.2706415559483171,-0.4060397058576145,-1.4302961066570388,0.2824968517848442,G2
5,COAHUILA,4,ARTEAGA,1.8466113543432416,0.3000753681961823,-0.6980488625134074,0.9546932210690706,-0.0911172252365809,0.4235381920456952,-0.4254516063943266,G0
5,COAHUILA,28,SABINAS,0.978354348047208,0.03218492356064055,-0.3851240214088735,-0.3965464117149176,0.41019069867119456,0.08239969418422242,6.168488278173314e-05,G0
5,COAHUILA,15,JUAREZ,0.6259247555069579,-1.154804875590747,0.2554832595838542,0.43187986518743776,0.07948285718645694,-0.9285404821868248,0.1063042275680028,G0
5,COAHUILA,32,SAN JUAN DE SABINAS,2.080982957490386,-0.5418825153633466,0.2056332606726548,-0.09450205605040836,0.2700214158893445,-0.24053871275284305,-0.27315293404350954,G0
5,COAHUILA,22,NAVA,0.6757255968536264,-0.1906694751111944,-0.5441373137540665,-0.42031227026201057,0.27682117654005783,-0.1416007180529874,0.05345151520042524,G2
5,COAHUILA,29,SACRAMENTO,1.7448594274309017,-1.6204115124606848,0.7051228552796749,0.5232809919079454,0.1781953761247818,-1.1581127671357911,-0.20162479414373347,G0
5,COAHUILA,3,ALLENDE,0.5234280267744602,-0.5339860735512808,-0.024395650968252316,-0.13869766420850085,0.029100387416605318,-1.0781340084943902,0.08461996764224755,G2
5,COAHUILA,10,FRONTERA,-0.42190231296270186,0.3852237682975263,-0.35354980248945256,-1.0089688033872657,0.21179086537766292,-0.5520066143576534,0.1999894066140119,G2
5,COAHUILA,37,VILLA UNION,0.32441184635282205,-0.21914490350792096,-0.6425279195621076,-0.3714437576970617,0.08562137574873044,-0.3520382992675993,-0.011480387413673557,G2
5,COAHUILA,21,NADADORES,-0.4192657909973994,-0.4906164146994208,-0.3157869261035354,-0.10659081164525508,-0.1030002816159163,-1.4379456398243295,0.18969804201910226,G2
5,COAHUILA,8,ESCOBEDO,0.7226010548411077,-0.6540247385993144,-0.4200160820996742,-0.21191399327705052,0.2304014030574773,-0.4096854858431283,-0.2503167981617428,G0
5,COAHUILA,19,MORELOS,0.602442068392025,-0.5432389215238853,-0.3654914269552066,-0.2746972280076552,0.13992541190174154,-0.7098348679190123,0.1071236398890964,G2
5,COAHUILA,20,MUZQUIZ,0.6988861156495988,-0.29693671133990585,0.1729520111526026,-0.08021131084176472,0.2146290530262764,-0.9483274559312418,0.07640598638176316,G2
6,COLIMA,2,COMALA,1.3039671426432269,0.17273229251778094,-0.4949825420122997,-0.4065363511829857,0.05035292442960259,0.5656920060898616,-0.14238047559314904,G0
6,COLIMA,10,TECOMAN,0.5775439822215851,0.8256076280861987,-0.2557295834062041,-0.4603610573649301,0.2065535207975849,0.20647505220967288,-0.02103204294567531,G2
6,COLIMA,6,ARMERIA,0.0700641005062791,-0.08086814059266821,-0.4326483741025576,-0.5684922556718388,0.13074633865955929,-0.13846587644087002,0.030434356409446226,G2
6,COLIMA,7,IXTLAHUACAN,0.8688886945070977,-0.3417786509665833,-0.060266117041028223,0.08188059317178721,-0.07714089791209869,0.16928006083666478,-0.16354907397073484,G0
6,COLIMA,9,MINATITLAN,1.1635945578453812,-0.3762709309654716,-0.050912271676949714,-0.20723965593962407,0.04850618265566888,0.3905764142716821,-0.16556022184229538,G0
6,COLIMA,4,CUAUHTEMOC,0.8335478245049016,-0.036156720748730484,-0.4192410974265122,-0.36968441871432856,0.12153449866684116,-0.06430804756824315,-0.01160268134221946,G2
6,COLIMA,5,VILLA DE ALVAREZ,0.5975566728057105,0.6986562036815226,-0.011570447323447029,-0.6874756150484019,0.41348727051075096,0.040151602569545995,0.007109842083949438,G2
6,COLIMA,8,MANZANILLO,0.6037560447640755,0.8760775142005454,-0.08717802243907899,-0.059249620738361375,0.6951928455553791,-0.10162206198052508,0.038582500849189016,G2
6,COLIMA,1,COLIMA,0.5999450612721978,0.7319119672434966,-0.06226206529681001,-0.3538289920221109,0.6146495066767517,-0.11528716173326338,-0.005219345114413765,G2
6,COLIMA,3,COQUIMATLAN,0.8610360659363411,0.11581685024025833,-0.4021830378914852,-0.3509175997078812,-0.0587332386557728,0.06774447506701513,-0.09222472384438436,G2
7,CHIAPAS,78,SAN FERNANDO,1.6374022124590664,0.2089110396789286,0.06412086345683991,-0.12828954283671715,-0.1785040366371763,0.399897975651022,-0.4600585197669005,G0
7,CHIAPAS,100,TUMBALA,-0.7531040661139242,0.7013882154019221,-0.09634660387925527,-0.3894332617959737,-0.6383173626961804,-0.3815024876509978,-0.09561628690438234,G2
7,CHIAPAS,102,TUXTLA GUTIERREZ,-0.31559973732189905,2.246173123303501,0.7823075980363623,-0.6793936601647225,2.9963469181639697,-0.6351887164467822,0.15997662238114765,G2
7,CHIAPAS,103,TUZANTAN,-1.2188959458165145,0.9091913308377424,-0.6483145645840004,-0.08480436971721697,-0.6007396130783904,-0.4416766292636865,0.10293126164884113,G2
7,CHIAPAS,107,VILLACOMALTITLAN,-0.6566842115450424,0.5264108740029217,-0.6471115672116341,-0.010754737344524245,-0.3484701611849332,-0.6264562167586175,0.20204463299785366,G2
7,CHIAPAS,25,CHAPULTENANGO,-0.19799929989852466,-0.045945407705726485,0.21672254430844728,-0.7614427872670598,-0.4810760234023828,-0.7175825047560501,0.2837260940333194,G2
7,CHIAPAS,7,AMATENANGO DEL VALLE,-0.6205565110942693,0.049244903312608036,-0.8845441657197617,-0.7148129189193133,0.038974173005971856,-0.405242020246732,0.1822154210803347,G2
7,CHIAPAS,43,IXTACOMITAN,-0.7305473593344147,0.2410168961411365,-0.3005201627619518,-0.7498077884894252,-0.4018223840796203,-0.6209042110209471,0.27942495203631873,G2
7,CHIAPAS,44,IXTAPA,-1.7257926428457182,-0.8061197895694755,1.3873561733091877,0.3342439307235986,-0.4551273102826254,-0.19517294549082004,-0.7795876506139193,G1
7,CHIAPAS,45,IXTAPANGAJOYA,1.9304799190906363,-1.1179624463439817,2.7646032655183115,-0.1500326549895244,-0.9719426741335074,-0.552454667060791,0.4934504330745776,G0
7,CHIAPAS,46,JIQUIPILAS,-1.2409466377433118,0.5729714583184307,-0.5411586843173329,0.22277801953707524,-0.4411963733679467,-1.1504356124195372,0.2818672431362954,G2
7,CHIAPAS,48,JUAREZ,0.1531007649934848,0.048625046232996405,-0.3140197278267107,0.1511259831435364,-0.21612601690016825,-0.4429021606966429,-0.10902752177178132,G2
7,CHIAPAS,50,LA LIBERTAD,-3.019552876972449,-0.495669151680357,0.019447431542228902,-0.35608203218478274,-0.06394219825366103,0.2678130510663575,-0.8059542513992275,G1
7,CHIAPAS,53,MAZAPA DE MADERO,-0.9582832059778492,0.6822732942082277,0.3834548580261452,-1.3058032720004746,-0.9852529610201368,-0.490284270136633,0.2631904383906505,G2
7,CHIAPAS,29,CHICOASEN,0.007830037413047684,-0.9267049616802852,0.8113840169440468,-0.08934480963386866,-0.2996513989044662,-1.1020995800243172,-0.049705651053596416,G2
7,CHIAPAS,30,CHICOMUSELO,0.4555626143091213,0.32189781184134003,-0.4882354144442077,0.2898556646229476,-0.182077696811191,-0.14975709391169115,0.0666739727986881,G2
7,CHIAPAS,33,FRANCISCO LEON,-0.5364790924315911,-1.1932873501649184,0.8947695164572281,0.2074678393607428,-0.020755419232420216,0.09678875224013657,0.4306690119176416,G1
7,CHIAPAS,34,FRONTERA COMALAPA,0.18166622074231573,0.3023203527774613,0.06382047318223276,1.2045667682803003,-0.39492530614529,-1.1441756727012296,0.13780244392957305,G2
7,CHIAPAS,13,BOCHIL,-0.6016090778067102,0.4312720738563157,0.17618279555069016,-0.6009583265485512,-0.5600690853806128,-0.416817521835008,-0.05988646928789526,G2
7,CHIAPAS,5,AMATAN,1.4920503693765024,-0.4949606316415957,2.306678296269972,0.23583891691850534,-1.160784288331477,-0.8242775798227132,-0.06957518381502255,G0
7,CHIAPAS,6,AMATENANGO DE LA FRONTERA,0.37542758276508736,0.15395670442198894,0.07834063978112317,0.028615930116919232,-0.3707425675505355,-0.313765780742076,0.033366627834874416,G2
7,CHIAPAS,56,MITONTIC,0.10304081590650274,0.6902734222860122,0.9103172193840902,-1.3692157747464226,-1.175527392172772,-0.3968858560213855,-0.024467968451872983,G2
7,CHIAPAS,39,HUIXTAN,-0.04473205218063661,0.5470269255722794,-1.069277510756533,-0.3745460372331921,-0.021041647705286874,0.3252258543740875,0.1108948462009009,G2
7,CHIAPAS,41,LA INDEPENDENCIA,-1.0233201234166651,0.8182053747129856,-1.1818227929387477,-0.5221260554987518,-0.059701087169868786,-0.22319496688340892,0.1807202675082931,G2
7,CHIAPAS,42,IXHUATAN,-0.29888729849630635,0.08884607446720848,0.21352667227587746,-0.8884574864636433,-0.52749373504395,-0.6636509433303124,0.20565136932330247,G2
7,CHIAPAS,59,OCOSINGO,1.3893072015632242,1.9078179291924684,0.6874861922516815,2.7183276871294586,-0.7141128057851479,-0.2194479211431934,0.022539302375163817,G2
7,CHIAPAS,115,MARQUES DE COMILLAS,-1.1797912586271504,-0.2466864140980415,-0.2421845274429162,-0.12975909463103513,-0.3137093128417017,-1.5272508877008302,0.3571321222337065,G2
7,CHIAPAS,106,VENUSTIANO CARRANZA,-0.2360924648202037,0.15653116066113415,0.3461976726439041,0.16985979796292452,-0.3850278563576807,-1.2088369963970955,0.2364406232939416,G2
7,CHIAPAS,109,VILLAFLORES,-0.3632288708726079,0.8817092272251256,-0.053208821843693285,0.5724603725720185,-0.2854069205735721,-0.7905574453707108,0.19967481785978705,G2
7,CHIAPAS,110,YAJALON,0.2538865111401618,0.7463155161831838,0.4527821293763982,-0.8111933571286971,-0.7813118003491558,-0.07410573899521998,0.18628800661249864,G2
7,CHIAPAS,111,ZINACANTAN,-1.0157766202574974,0.7618120559895291,-0.5145522883767436,-0.3590097955533326,-0.3864212756191464,-0.2030849207134124,0.12953219695969753,G2
7,CHIAPAS,99,LA TRINITARIA,-0.23608273613476025,0.6364623705466264,0.05551880747243128,1.7082502356353226,-0.6406811485913046,-1.3922331978212787,0.3323233366678425,G2
7,CHIAPAS,93,TECPATAN,0.2626019109242829,0.7543188932200341,-0.1837930858087601,0.6453545112476788,-0.6495119761898196,-0.4377458647053244,0.12133916457265448,G2
7,CHIAPAS,87,SUCHIAPA,0.4647760712228914,-0.12071470857149486,-0.2992537186844638,-0.7803389515249175,0.08656945641919223,-0.11005450073420146,0.15887863653981565,G2
7,CHIAPAS,75,SABANILLA,-0.6019591453713342,0.7612451021783972,0.16763190978298945,-0.7191385661411438,-0.8342570682965317,-0.4427299815990343,0.1989107096291461,G2
7,CHIAPAS,77,SAN CRISTOBAL DE LAS CASAS,-0.19965656076883395,1.539275075592415,-0.27529847356329235,-0.2901902165867412,0.3223610439150462,0.13034367802133234,0.08571472351169049,G2
7,CHIAPAS,57,MOTOZINTLA,-0.02948497277075316,1.1633984335984062,0.12344763788730152,0.060961339934149414,-0.7427050258706298,-0.06461877859384492,0.09752119052741601,G2
7,CHIAPAS,118,SANTIAGO EL PINAR,-0.20616876590158495,0.21334602856937213,-0.12044588795164216,-1.1128585172190322,-0.4468377310840673,-0.4605788694396107,0.06272718312475538,G2
7,CHIAPAS,1,ACACOYAGUA,0.09196993057407417,-0.24274078924108586,0.00936451008735995,-0.3792548752450953,-0.2088474210925722,-0.8284958133497198,0.06295057231609243,G2
7,CHIAPAS,3,ACAPETAHUA,-0.22361239497049412,0.0782090290846299,-0.4864559633703059,-0.03705903924632385,-0.11386957490001072,-0.6327491392859452,0.11115275871856056,G2
7,CHIAPAS,10,BEJUCAL DE OCAMPO,-0.6931855553110114,-0.7342607479353547,3.4062315645905286,-0.6083723448545242,-1.582510470689442,-0.6459504376243179,-0.5920278913866658,G1
7,CHIAPAS,11,BELLA VISTA,0.16841582181010828,0.2056970868268332,-0.09682821436675744,0.2881968116853237,-0.4537489544784674,-0.3433972644695867,0.07677705752331462,G2
7,CHIAPAS,28,CHIAPILLA,-0.8774540105613071,-0.17912668776991048,-0.2443325627781133,-0.6989854812057047,-0.19570232781440336,-0.7368872057781866,0.08466182189846598,G2
7,CHIAPAS,35,FRONTERA HIDALGO,-1.5089529714032617,0.382947735030507,-0.7483831868991194,-0.9680316131992271,-0.1988169147250834,-0.283215064840088,-0.0026249048916258595,G2
7,CHIAPAS,36,LA GRANDEZA,0.8564439195741685,-0.36384332698288135,0.9582277346043764,-0.6633137154813309,-0.5568529982429178,-0.414383806702528,0.19172120593370773,G0
7,CHIAPAS,54,MAZATAN,0.1808075531670587,0.24423374356059616,-0.6744160031562688,0.03355345744174805,-0.10065431341026433,-0.3492631007595941,-0.059037609438133125,G2
7,CHIAPAS,55,METAPA,-1.8139268822179868,0.4328422642447395,-0.058234316589254986,-1.393765285079827,-0.5738900806202437,-0.1571603805628901,-0.2194145681372544,G2
7,CHIAPAS,58,NICOLAS RUIZ,-0.7812619973368226,-0.4212419235563852,-0.2336209461820967,-0.5729605388891819,-0.10333030584969577,-0.9849403638141292,-0.030997384585848324,G2
7,CHIAPAS,60,OCOTEPEC,0.8902760692361394,-0.4479358123619177,0.9049003951641192,-0.5230695820004444,-0.5315030975998104,-0.9636632358842494,0.17389623823904632,G0
7,CHIAPAS,70,EL PORVENIR,-0.07575773282001247,0.4238397110359306,0.2021611157178574,-0.9999030224242176,-0.6319338793204502,-0.14461672110743248,0.3101791260111837,G2
7,CHIAPAS,72,RAYON,0.8778905799397222,-0.8235024256274803,0.9951125499559658,-0.19293603509149015,-0.3533742724541356,-0.8102961946933909,0.08599575547255778,G0
7,CHIAPAS,74,LAS ROSAS,0.4261211369341282,-0.333153881893123,0.3021535154495915,-0.2875239108689302,-0.20121786242684994,-0.7308923492060088,0.2504237588418533,G2
7,CHIAPAS,86,SOYALO,0.10334328272396702,-0.6047214920437683,0.2559891776502204,-0.19898362356937402,-0.13444297695206173,-0.6761742235048349,0.3653625352038388,G2
7,CHIAPAS,92,TAPILULA,-0.5724276979539683,-0.002375355751739091,0.13343890832132693,-0.8902422441719774,-0.41946178660178696,-0.7251812682201766,0.21853305026434305,G2
7,CHIAPAS,105,UNION JUAREZ,-1.1076960939805436,0.4217071974606761,-0.7030516355721241,-0.7858488955977445,-0.21300012486688827,-0.11354144351725033,-0.13468954887700768,G2
7,CHIAPAS,51,MAPASTEPEC,0.2068418790606785,0.2852200777346512,-0.29910041700133505,0.3642119708568602,-0.2475562405552168,-0.6746090902959061,-0.04421035077650588,G2
7,CHIAPAS,114,MARAVILLA TENEJAPA,-1.615075958695671,0.2898158958978645,-0.4781881354257823,-0.6839626194581212,-0.3704043630101246,-0.6377687281553918,0.05095141077494689,G2
7,CHIAPAS,112,ALDAMA,-0.4188663892616641,-1.5511415382372291,1.4515433706993823,0.47331390495501896,-0.04058649160176134,0.35458158958409713,0.8069977013071602,G1
7,CHIAPAS,116,MONTECRISTO DE GUERRERO,-1.3255383880540124,0.5803204576903771,-0.6263611413286557,-1.1873451125326235,-0.4317044815423197,-0.3816812668777258,0.18972540175314448,G2
7,CHIAPAS,117,SAN ANDRES DURAZNAL,-1.0633282811189009,-2.5292536153082903,3.30911264761292,0.9744351181024944,-0.4727772627464322,-0.4143109138653436,-1.6899711139608258,G1
7,CHIAPAS,82,SIMOJOVEL,0.29039093592525506,0.243778521778604,1.8733228039035268,-0.13477502113626585,-1.2798895175346583,-0.9389802344874852,-0.16870208381686258,G2
7,CHIAPAS,90,TAPACHULA,-1.0509625000028668,3.5542328650620267,-0.07645529147321907,2.2652051157746347,-0.4289605297197642,-0.3766392831948853,0.1033028670865904,G2
7,CHIAPAS,97,TONALA,-0.058736054403944235,1.3631372046369867,-0.7043044482941683,0.6440152597213832,-0.3063587711993587,0.040442074934837764,0.07797273411799881,G2
7,CHIAPAS,65,PALENQUE,-0.8455681959300204,1.5881268673109803,-0.7099284832772609,0.5416577381489003,-0.3013201605907346,-0.3590026204261565,0.11832244510174153,G2
7,CHIAPAS,71,PUEBLO NUEVO SOLISTAHUACAN,0.01150095704516634,-1.0095578790477462,1.4088703768833108,0.4539147942260023,-0.4021623359467712,-1.1194813141929896,0.21360322619850303,G0
7,CHIAPAS,76,SALTO DE AGUA,-1.1015348791541462,1.553176808554923,-0.634746881759614,-0.15614714487898454,-0.7497291846612126,-0.1941154835887659,0.15347558046144166,G2
7,CHIAPAS,24,CHANAL,0.9455042445950468,-0.14879081822883336,-0.5461287953178243,-0.5733250550577316,0.1639333913787274,0.3344410568238379,-0.027405869214682584,G0
7,CHIAPAS,38,HUITIUPAN,-0.28879848949841497,0.8234916780446534,0.6000710554762831,-0.8415500995637353,-1.1062752777224758,-0.5828302702320981,0.08665924850518181,G2
7,CHIAPAS,96,TILA,-0.4458038390478772,0.8035517922730101,0.11833466137348155,0.20738361232085276,-0.581600053212026,-0.4864359569819495,0.15166896253190404,G2
7,CHIAPAS,4,ALTAMIRANO,0.22500572809453528,0.4238381557609997,-0.13930176864921046,-0.6693796500081477,-0.31730211728419083,0.07876850226663358,0.10437911210061793,G2
7,CHIAPAS,104,TZIMOL,-0.6497590772721829,-1.1119132252520427,0.6341998273313431,0.4805145741842599,-0.10376423392750483,-1.2239826450773008,-0.05968811319893603,G1
7,CHIAPAS,91,TAPALAPA,-2.9569420939489817,-0.7521115466359926,1.3517731091770468,-0.5494630002493351,-0.5359641240776593,0.21114878090937392,-1.4537600933928694,G1
