EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,log(LNE),log(Densidad_LNE),Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,CP8,TCE_municipal,Atipicidad
2,BAJA CALIFORNIA,3,TECATE,3,11.353143961770513,7.438704977650633,0.9882333661288336,-0.012604117190486671,0.01767090638031471,0.020106376169751076,0.4577988073815484,-1.912003855538883,-0.14348819786895814,-1.1240097379293954,1.9626053258012617,-0.4416688400970351,-0.9890445519114222,0.13089217747859352,0.012296385794394672,G2,Tipica
2,BAJA CALIFORNIA,1,ENSENADA,37,12.89827187692825,2.7371202816438482,0.9885625739612708,0.0003279180955718541,0.013202716447074206,0.013986895231114222,0.3606688164903901,-2.6106174708250482,1.6352576183300591,2.3458200816352464,2.6952400580767595,-0.6016074311120396,-0.8827773661895767,-0.7176818496490669,0.08471393048413324,G3,Tipica
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,2,11.48687918658759,7.99129802537007,0.9873434077973392,0.008070440459808172,0.01611011517544305,0.015825238661997455,0.3794590059922927,-2.0593661586252026,-0.146951922941181,-1.3563258265121876,1.9732339021890344,-0.029796613243522063,-0.9900971185955676,-0.5868375027028601,0.20282021192991628,G2,Tipica
3,BAJA CALIFORNIA SUR,1,COMONDU,24,10.895386559118505,2.7116623850259285,0.9867651992479328,0.06710068070286529,0.020502608468514368,0.02426130145944955,0.9956254036191616,0.3419818018152576,1.6115876503288755,1.79289807361846,0.04762337020280456,-0.19441508688559112,-0.4230867389356622,-0.009538974956759705,-0.0021093629782232733,G3,Tipica
3,BAJA CALIFORNIA SUR,3,LA PAZ,28,12.238680193677629,3.559219673714302,0.9897259074676352,0.05924479166666665,0.018853517524496453,0.02274664077228311,0.9961425721344276,-0.14054819092233028,2.5468851777304646,1.432672186357333,0.4465793661664135,-0.3089497142840917,-0.5725139146173177,0.030864746471489717,-0.016123093087442555,G3,Tipica
3,BAJA CALIFORNIA SUR,5,LORETO,4,9.381432446818588,1.6455502444149932,0.9859787741263006,0.04971691436659589,0.01817968550913617,0.021144518668083076,0.9758070696415588,-0.09595542420003136,-0.06309621543977602,1.5183040892910626,-1.0406307323960255,-0.2461885992304537,-1.109931534432297,0.2671695664561253,0.03385424809500226,G1,Tipica
3,BAJA CALIFORNIA SUR,4,LOS CABOS,11,12.306017523056678,6.609857299620573,0.9888475879426964,0.08032729192327996,0.025148072835998302,0.030522638755431195,0.9968238430132124,1.0468011914521975,1.9749427836189255,-0.6896599883544653,0.5474290097455876,-0.2639315429533444,-0.8127096400426561,-0.0922838856549156,-0.053586225416166935,G1,Tipica
3,BAJA CALIFORNIA SUR,2,MULEGE,17,10.616559901903344,1.6160877829800977,0.9824513257214064,0.07835623678646934,0.024388869595059304,0.028702424612749387,0.9934230611564168,1.254584993539092,0.8397686728897722,2.082101665722321,-0.04499011281693403,-0.05289531787468168,-0.9580589580896586,-0.02788025435259531,-0.004623211262733326,G3,Tipica
4,CAMPECHE,8,TENABO,4,9.002085433155724,6.990785283297775,0.9898812373365328,0.06561679790026248,0.020030524095262715,0.023773107148263483,0.9919811722131284,0.12688435688248004,0.4575970092201623,-0.9271444303981548,-0.6666026785077531,-0.1842229484213542,0.30501937564383075,0.04879532188745723,-0.01221717715924365,G1,Tipica
4,CAMPECHE,9,ESCARCEGA,15,10.610044420005991,7.598457550965653,0.9836395518980964,0.06295393167099295,0.018420989531087083,0.021808906779042285,0.9816308130030696,0.13229523614215005,1.2117799744196964,-0.5184339020536037,0.46300792317284,0.9831559553923545,0.20834946933197804,0.08936580221529172,-0.0012566855017702408,G1,Tipica
4,CAMPECHE,5,HECELCHAKAN,7,10.007757473711925,7.174057773828234,0.989158624118374,0.06205444715563849,0.018945445707643,0.022076330513612127,0.9937548213583048,-0.06488802167764438,0.960174511211468,-0.8857734712424171,-0.30605197155401626,0.09750426861475256,0.050868455164410686,0.07545457545396238,0.03073387851617645,G1,Tipica
4,CAMPECHE,6,HOPELCHEN,22,10.221613957361983,3.312320408760452,0.9871576607318476,0.05204546324289158,0.018095290841425228,0.021563039290900768,0.9703251320258768,-0.2108970206152099,1.2323037872693834,1.5138215788421758,-0.0619513006489569,-0.107966786289884,-0.13914080725176678,0.16209407112352212,-0.015287020188385824,G3,Tipica
4,CAMPECHE,11,CALAKMUL,17,9.857234168018666,2.2893178157014975,0.990263678178098,0.016718134383984666,0.007473904106961406,0.008862091273374409,0.8546639680162276,-2.3601230726739693,0.7831054658225749,1.7816881421544175,-0.6318277476715111,-0.0870497476605659,-0.527302720622714,0.13844943459578848,0.03193206956711623,G3,Tipica
4,CAMPECHE,7,PALIZADA,9,8.854522203757432,1.7316144896479126,0.9834885279006276,0.03593079994085465,0.014985939689049682,0.017259263174172732,0.9116931537412792,-0.6734764030728358,-0.34866442476441495,1.8908182736947627,-0.7540883841720246,0.2264628534877761,-0.6908405153666981,0.3053892613954051,0.033196753249543944,G1,Tipica
