EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,log(LNE),log(Densidad_LNE),Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,TCE_municipal,Atipicidad
23,QUINTANA ROO,10,BACALAR,18,10.312745458882988,6.609018097709668,0.9798417808031852,0.010333489901362142,0.011563120689015095,0.012721412231455991,0.3687569221932315,-1.9716273266771005,-0.016087751427044425,0.5032414306784712,2.2952548996656463,0.5729663420186413,-0.07406088349665013,-0.7229746272110447,G0,Tipica
23,QUINTANA ROO,1,BENITO JUAREZ,3,13.314465283608724,5.870537163886141,0.9897993626113322,0.0140128262630455,0.012348718585964348,0.013599031561599898,0.5389027486282869,-1.876570167196848,1.4810870344695122,-0.4440255447543711,1.1716172595400944,-0.2638310771028867,-2.092933673238353,-0.4114908944186768,G0,Tipica
23,QUINTANA ROO,2,COZUMEL,0,11.143179755252751,7.870079706374587,0.9901083235381636,0.012515204361270278,0.013465445440884093,0.014041184955336534,0.4373477640726624,-2.237054773791193,0.4813176019768273,-1.3153153433695202,1.1684064361175814,-0.4259705325430581,-0.9152967752307926,-0.5507448862220571,G0,Tipica
24,SAN LUIS POTOSI,2,ALAQUINES,15,8.751949058058614,3.526300437571827,0.983579256439186,0.0261278805582603,0.010981345552222072,0.013271844231868642,0.914747938888456,-0.7436179879569245,0.09049512733700547,1.4210754458384742,-0.3990330160387277,0.8895660199572821,0.046837158478976015,0.25392579295162976,G3,Tipica
24,SAN LUIS POTOSI,45,VENADO,16,9.276221741089696,2.4250235866368683,0.9914300551995572,0.02790876720238668,0.009020150302798166,0.010921661021397548,0.9535386750623248,-1.1051523240041206,0.9810593278196872,1.6272919947961553,-1.3113035182670174,0.1551075612420232,-0.22452426162087025,0.16302039514718245,G1,Tipica
24,SAN LUIS POTOSI,34,SANTO DOMINGO,19,9.140775908590273,0.9027542898771599,0.9900968208240662,-0.00702576112412178,0.003971359469207422,0.004712122175256044,0.7643552363857423,-2.3251413658519864,0.640023239674139,2.6201475221610884,-0.9931106848332052,0.2383596183203428,-0.4820687396985715,0.17652165208863868,G0,Atípica en tercer ICE
24,SAN LUIS POTOSI,25,SALINAS,15,9.978919647651981,2.7145577299708616,0.988341520924658,0.041029106530868366,0.012863783303018588,0.014870954623938228,0.9619820203312748,-0.43711799676028007,0.9377739317763558,1.479131193537639,-0.7842706734293663,0.2435294929528333,-0.5396297854202113,0.11095731051495804,G1,Tipica
24,SAN LUIS POTOSI,51,VILLA DE REYES,26,10.521776479551647,5.04751942369965,0.9888865085661585,0.08953471304858357,0.02748118081178301,0.032680422668321635,0.996530623967552,1.3622026979253343,1.6252091273209768,0.7592904323485088,0.2632338677365205,-0.7288397090400929,0.4244681609763158,-0.13582559669414504,G1,Tipica
24,SAN LUIS POTOSI,56,ZARAGOZA,19,9.84065424336456,4.043758009182125,0.9898513861169428,0.08284808302104353,0.025587711430637268,0.030001181661467945,0.992520363553085,1.0353621539486662,1.0733361619439237,0.8750938695316606,-0.4011086063541474,-0.7774325938135828,0.13266406623540875,-0.08742901980817998,G1,Tipica
24,SAN LUIS POTOSI,5,CARDENAS,6,9.560504164299259,4.555212757957423,0.9794286659425484,0.0545359982168066,0.018110422028817217,0.02210939770175863,0.9843516210196516,0.5425298087630248,-0.25855550164988866,0.5462204993140426,0.0514220700237026,1.0206870833664337,-0.5456866155903529,0.21471435749747486,G3,Tipica
