Componentes Principales,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE
CP1,0.07337992076168273,-0.12008015854027475,-0.3409428857669173,0.4640561732136292,0.5336125438455155,0.5376582163029016,0.2734725854521826
CP2,0.44757786597696736,0.42736761489608166,0.3632188393200223,0.24938076824515837,-0.15286840673709537,-0.11497800790491584,0.6215493469853282
CP3,-0.7073672945407179,0.6849753738635956,-0.11856207542707112,0.05377991399235165,0.04271677875799582,0.033258592751710295,0.10276256982330524
CP4,0.5417351889043435,0.5520621930874043,-0.4336498487482978,-0.19632095666449578,0.08307025936120528,0.06719214486541593,-0.4046489322848429
CP5,0.01762121670997989,0.15246042794201164,0.7093553467577026,-0.25409328736741355,0.4157030319861583,0.41583545758430934,-0.2509357794090805
CP6,0.004184110599693671,0.07568216618573428,0.2155023943796051,0.7851157018453119,-0.10767951806816353,-0.1389565484615599,-0.5481814979555426
CP7,0.010766743870975917,-0.0013330641781449256,0.009725039941491665,-0.007539190132456774,0.7062291573425057,-0.7070040535046872,0.033414518159513476
